"Player Code",Name,Country,Active,Provisional,"First Game","Last Game",Highest,Rating,GP,Won,"GP Att","Attack Wins","GP Def","Def Wins","GP Axis","Axis Wins","GP Allies","Allies Wins","Cur Streak","Longest Strk","Max. Decay","Decay to date"
CNN,"Aaron CLEAVIN","New Zealand",0,0,2001-02-01,2020-12-06,1858.6,1745.1,225,164,79,56,75,55,110,79,78,56,1,10,266,138
LII,"Mikko LUKKARI",Finland,1,0,2001-02-01,2024-08-25,1684.4,1575,177,102,43,28,45,25,37,24,31,14,0,5,0,209
MAR,"Robert MAGLICA",Sweden,0,0,2001-02-01,2022-05-14,1701.2,1395.7,216,94,63,27,51,22,56,25,61,25,0,9,0,153
SWM,"Marty SNOW",usa,0,0,2001-02-04,2014-11-30,1609.7,1458.2,53,29,17,11,26,15,25,16,21,11,0,5,225,225
EAN,"Nadir EL-FARRA",USA,0,0,2001-02-04,2018-10-05,1532.2,1299,19,8,8,4,6,3,8,2,7,5,0,3,194,229
STK,"Kent STUCKERT",USA,0,1,2001-02-04,2001-02-04,1500,1223.8,4,1,0,0,3,1,2,1,2,0,0,1,215,215
SFN,"Nathan STAPF",USA,1,0,2001-02-04,2023-10-07,1761.5,1691.1,102,61,26,16,31,15,46,26,34,22,1,6,0,180
WY1,"Rob WOLKEY",USA,0,0,2001-02-04,2014-02-08,1691.9,1666.1,34,27,6,3,10,7,8,5,14,11,7,8,253,253
LYM,"Matthew LEVY",USA,0,1,2001-02-04,2001-02-04,1550,1317.5,4,3,2,1,2,2,1,0,3,3,2,2,232,232
0LJ,"John CAMPBELL",USA,0,1,2001-02-04,2001-02-04,1500,1212.1,5,1,2,0,2,0,4,1,1,0,0,1,213,213
02F,"Francis HARDIMAN",USA,0,1,2001-02-04,2001-02-04,1562.8,1328.3,3,3,2,2,1,1,1,1,2,2,3,3,234,234
RRG,"Gene RIEMENSCHNEIDER",USA,0,0,2001-02-04,2002-02-01,1500,1189.6,11,3,3,1,7,2,4,2,6,1,0,2,209,209
WKD,"Dave WALLICK",USA,0,0,2001-02-04,2018-10-06,1500,1354.4,18,7,3,1,2,1,4,2,1,0,0,4,203,220
MS3,"D. MYERS",USA,0,0,2001-02-04,2008-02-22,1500,1160.6,43,15,24,7,19,8,22,4,21,11,0,3,204,204
HYF,"Frank HAGGERTY",USA,0,1,2001-02-04,2001-02-04,1500,1212.1,3,0,1,0,1,0,2,0,1,0,0,0,213,213
1RR,"Rob ST.CLAIR",USA,0,1,2001-02-04,2002-02-01,1546.4,1314.4,4,3,3,2,1,1,3,2,1,1,3,3,231,231
HZS,"Sam HENZE",USA,1,0,2001-02-04,2023-05-28,1644.6,1510.3,80,39,24,11,33,14,27,14,34,15,0,7,0,135
G26,"Mario GOLDGORIN",USA,0,1,2001-02-04,2002-02-01,1500,1221.9,2,0,2,0,0,0,0,0,2,0,0,0,215,215
11D,"David SESSIONS",USA,0,1,2001-02-04,2002-02-01,1500,1234,2,0,1,0,1,0,2,0,0,0,0,0,217,217
NNM,"Mark NIXON",USA,0,0,2001-03-23,2007-10-03,1544.8,1285.3,16,8,6,3,7,3,7,2,9,6,0,3,221,221
SR1,"Joe SYLVESTER",USA,0,1,2001-03-23,2003-03-29,1569.8,1306.5,8,5,6,4,2,1,4,3,4,2,0,5,230,230
JSK,"Keith JONES",USA,0,1,2001-03-23,2001-03-25,1540.2,1309.1,6,4,3,3,2,0,5,3,1,1,3,3,231,231
NNL,"Lee NEEMAN",USA,0,0,2001-03-23,2006-03-19,1599.2,1302.3,17,9,9,5,5,3,6,4,8,4,1,4,229,229
SOL,"Louis SERIO",USA,0,0,2001-03-23,2017-04-01,1531.1,1318.8,72,33,22,11,25,10,16,8,32,13,0,5,222,165
KSG,"Gus KOTTIS",USA,0,0,2001-03-23,2004-03-21,1506.4,1280.4,15,7,7,4,8,3,4,3,11,4,2,4,225,225
RAU,"Gerard RAGUSA",USA,0,0,2001-03-23,2008-12-07,1577.5,1320.2,55,31,32,19,17,10,31,20,20,10,0,5,232,232
SZR,"Randy SHURTZ",USA,1,0,2001-03-23,2023-07-29,1787.9,1701,125,77,48,29,39,23,55,34,62,37,0,7,0,0
LEE,"Joe LEOCE",USA,1,0,2001-03-23,2023-12-02,1579.4,1399.9,175,69,39,17,41,16,40,20,44,16,0,4,0,0
LEO,"John LA PLANTE",USA,0,1,2001-03-24,2008-10-10,1500,1281.4,8,3,5,2,3,1,2,1,6,2,1,1,203,203
YGA,"Andy YOUNG",USA,0,0,2001-03-24,2021-03-21,1518.3,1361.5,11,6,3,1,3,3,2,1,9,5,0,3,204,225
B4A,"Al BENOIT",USA,0,1,2001-03-24,2001-03-25,1545.9,1314,2,2,2,2,0,0,1,1,1,1,2,2,231,231
SID,"Dave SCHIPANI",USA,0,1,2001-03-24,2001-03-24,1500,1237.7,2,0,1,0,1,0,2,0,0,0,0,0,218,218
GSR,"Robert GILLIS",USA,0,1,2001-03-24,2001-03-24,1500,1250.9,1,0,1,0,0,0,0,0,1,0,0,0,220,220
HLM,"M. Rowland HILL",USA,0,1,2001-03-24,2003-03-29,1549.7,1226.8,10,4,7,2,3,2,5,2,5,2,1,2,216,216
RYJ,"Jérome REY",France,0,0,2001-04-14,2013-03-24,1515.7,1264.4,37,16,20,7,14,9,20,10,15,6,2,3,217,217
BXP,"Philippe BRIAUX",France,1,0,2001-04-14,2024-06-21,1868.1,1757.7,439,313,136,89,138,103,134,101,150,98,0,13,0,0
FOL,"Laurent FERRARO",France,0,0,2001-04-14,2014-06-15,1550,1320.5,37,18,24,12,11,4,17,8,20,10,0,3,221,221
HMI,"Gilles HAKIM",France,0,1,2001-04-14,2001-04-15,1503.6,1278,4,2,0,0,4,2,3,2,1,0,2,2,225,225
ADD,"Didier AUDEMARD",France,0,0,2001-04-14,2007-04-17,1551.9,1226.9,26,12,13,8,11,4,10,5,15,7,0,3,216,216
TOC,"Christian TURCO",France,0,0,2001-04-14,2007-04-17,1549.4,1258.5,28,12,12,5,14,6,12,6,15,5,2,2,222,222
MNC,"Christophe MéCHIN",France,0,0,2001-04-14,2004-04-11,1500,1274.4,16,7,9,1,6,5,10,4,6,3,1,2,224,224
CNL,"Laurent CUNIN",France,0,0,2001-04-14,2002-03-31,1563.8,1317.5,13,8,2,1,5,4,6,4,2,2,1,4,232,232
DXJ,"Jean DEVAUX",France,0,0,2001-04-14,2003-09-13,1630.8,1354.9,28,18,3,2,1,1,1,1,3,2,1,5,239,239
MIS,"Stéphane MARIANI",France,0,1,2001-04-14,2001-04-15,1500,1215.7,4,0,1,0,2,0,2,0,2,0,1,1,214,214
BSA,"Arnaud BOUIS",France,0,1,2001-04-14,2001-04-15,1525,1291.7,2,1,1,0,1,1,0,0,2,1,2,2,227,227
ANP,"Pierre ANSELIN",France,0,1,2001-04-14,2001-04-15,1500,1232.5,4,1,2,0,1,0,3,1,1,0,0,1,217,217
DSE,"Emmanuel DESANOIS",France,0,0,2001-04-14,2007-04-17,1514.8,1206.1,46,18,10,5,7,4,11,8,7,1,2,6,212,212
BAW,"Wilfried BARBUSCIA",France,0,0,2001-04-15,2004-04-11,1500,1208.8,15,5,2,0,9,3,2,0,9,3,0,2,213,213
ACJ,"Jérome ASTRUC",France,0,1,2001-05-01,2001-05-01,1500,1211.2,5,1,0,0,0,0,0,0,0,0,0,1,213,213
OKS,"Stéphan OLINIK",France,0,1,2001-05-01,2001-05-01,1500,1211.2,5,1,0,0,0,0,0,0,0,0,0,1,213,213
GDC,"Cyril GUINARD",France,1,0,2001-05-01,2024-05-18,1829.8,1541.8,115,77,29,17,31,23,28,21,32,19,1,11,0,186
MLF,"Florian MENTL",Germany,1,0,2001-05-01,2024-06-21,1683.7,1636.4,91,51,17,11,25,16,24,16,22,13,3,4,0,18
KRC,"Christian KOPPMEYER",Germany,0,0,2001-05-01,2013-11-10,1829.6,1436.8,111,77,12,5,15,12,17,11,10,6,4,7,253,253
SFP,"Peter STRUIJF",Netherlands,0,0,2001-05-01,2019-10-11,1860.9,1655.6,287,180,53,32,61,37,56,38,59,32,3,14,259,72
BEM,"Marc BLUME",Switzerland,0,0,2001-05-01,2019-06-16,1525,1394.3,30,16,14,9,6,1,19,8,8,6,3,3,209,228
GNR,"Rudi GROSSHOLDERMANN",Germany,0,0,2001-05-01,2014-11-16,1629.1,1286.5,118,60,33,18,23,9,26,12,32,15,3,6,227,227
LNP,"Peter LADWEIN",Germany,0,1,2001-05-01,2001-11-04,1538.8,1308,10,6,0,0,0,0,0,0,0,0,2,2,230,230
OTV,"Volker OBERMEIT",Switzerland,0,0,2001-05-01,2003-11-09,1528.2,1260.5,18,8,0,0,0,0,0,0,0,0,0,2,222,222
VYX,"Xavier VITRY",France,1,0,2001-05-01,2023-10-01,1805.9,1661,48,41,21,17,4,3,16,14,14,11,2,14,0,270
PUS,"Stephan PIELHAU",Germany,0,0,2001-05-01,2010-11-07,1500,1112.3,44,8,3,1,3,1,2,1,4,1,0,2,193,193
JIS,"Stefan JACOBI",UK,0,1,2001-05-01,2001-05-01,1500,1275,2,1,0,0,0,0,0,0,0,0,1,1,225,225
GLB,"Bernhard GODEL",Germany,0,1,2001-05-01,2001-05-01,1525,1296.2,1,1,0,0,0,0,0,0,0,0,1,1,228,228
SEL,"Alan SHORE",USA,0,1,2001-05-01,2001-05-01,1500,1256.9,1,0,0,0,0,0,0,0,0,0,0,0,221,221
GTF,"Frédéric GUILLEMONT",France,0,0,2001-06-01,2014-06-08,1575,1283.4,47,20,4,3,4,1,4,2,5,3,1,3,214,214
ATL,"Laurent ARRACHART",France,0,0,2001-06-01,2007-05-26,1500,1104,13,1,1,0,1,0,0,0,2,0,0,1,194,194
VHC,"Christian VANDENBOSCH",France,0,0,2001-06-01,2015-06-07,1525,1244.3,29,12,2,0,3,2,2,1,3,1,0,2,187,187
LNG,"Gérard LENAIN",France,0,1,2001-06-01,2001-12-01,1500,1189.7,4,0,0,0,0,0,0,0,0,0,0,0,209,209
LRJ,"Jean LASNIER",France,1,0,2001-06-01,2024-05-18,1709.2,1475.7,139,71,33,15,32,17,42,21,29,15,1,7,0,12
TLF,"Fabrice TABEL",France,0,0,2001-06-01,2005-05-15,1500,1154,18,5,0,0,0,0,0,0,0,0,0,1,203,203
HMG,"Gaëtan HACHIN",France,0,0,2001-06-01,2012-05-27,1500,1167.9,41,14,15,6,5,1,12,7,9,0,0,2,206,206
DEH,"Hervé DEWAELE",France,0,1,2001-06-01,2001-06-02,1500,1188.3,4,0,0,0,0,0,0,0,0,0,0,0,209,209
DEO,"Olivier DECALLONNE",France,0,0,2001-06-01,2005-05-14,1525,1133.9,32,9,0,0,0,0,0,0,0,0,1,2,200,200
COP,"Pierre-Jean CILLUFFO",France,1,0,2001-06-01,2024-05-18,1655.4,1613.9,161,91,42,24,42,22,49,29,48,24,2,5,0,0
BNF,"François BOUDRENGHIEN",France,1,0,2001-06-01,2024-05-18,1856.2,1742.6,267,195,73,53,88,65,86,61,94,71,5,15,0,0
LES,"Stéphane LANTOINE",France,0,1,2001-06-02,2012-12-01,1500.6,1304.7,10,4,4,1,2,1,5,2,1,0,0,2,195,225
AQD,"Damien ALRIQ",France,0,1,2001-06-02,2001-06-03,1500,1190.9,4,0,0,0,0,0,0,0,0,0,0,0,210,210
VND,"Hennie VAN DER SALM",Netherlands,1,0,2001-06-02,2023-11-05,1792.7,1650.4,409,242,130,77,106,64,123,72,129,82,3,10,0,33
BSJ,"Jean-Luc BAAS",France,0,1,2001-06-02,2001-06-03,1537.3,1284.8,4,2,0,0,0,0,0,0,0,0,0,2,226,226
BDC,"Christophe BATARD",France,0,1,2001-06-02,2001-06-03,1500,1265.5,5,2,0,0,0,0,0,0,0,0,2,2,223,223
TSY,"Yves TIELEMANS",Belgium,0,0,2001-06-02,2002-11-10,1668.3,1365.3,19,13,1,0,0,0,0,0,1,0,1,4,240,240
DEJ,"Jean-Pierre DASSEVILLE",Belgium,0,1,2001-06-02,2004-09-01,1562.5,1279.5,10,5,0,0,0,0,0,0,0,0,0,4,225,225
PIJ,"Jean-Pascal PAOLI",France,0,0,2001-06-02,2008-05-12,1519.3,1249,92,36,26,7,24,11,24,9,26,9,0,3,220,220
PTJ,"Jean-Pierre POUGET",France,0,0,2001-06-02,2012-05-27,1616.2,1308.1,57,30,9,4,8,3,11,6,6,1,1,4,224,224
RUR,"Frédéric ROCHETEAU",France,0,1,2001-06-02,2001-06-03,1500,1263.5,5,2,0,0,0,0,0,0,0,0,2,2,222,222
MSL,"Louis MANIOS",USA,0,1,2001-06-02,2004-09-18,1555,1280,8,4,0,0,0,0,0,0,0,0,0,3,224,224
MTF,"Franck MALLET",France,0,1,2001-06-02,2001-06-03,1501.6,1276.4,4,2,0,0,0,0,0,0,0,0,0,2,225,225
VRF,"Fabrice VIGIER",France,0,1,2001-06-02,2001-06-03,1500,1188.7,4,0,0,0,0,0,0,0,0,0,0,0,209,209
ARJ,"Joe ARTHUR",UK,1,0,2001-06-02,2023-09-01,1690.3,1648.5,169,92,38,21,41,23,70,38,72,42,0,7,0,218
LYP,"Patrick LEVY",France,0,1,2001-06-03,2002-03-30,1585.3,1347.5,4,4,2,2,0,0,1,1,1,1,4,4,237,237
RIR,"Randy ROSSI",USA,1,0,2001-07-27,2023-12-03,1755.6,1652.7,339,195,92,46,74,46,96,58,94,50,0,10,0,0
WNK,"Ken WILLMANN",USA,0,0,2001-07-27,2015-02-08,1500,1334.8,50,16,25,8,17,5,25,11,18,3,0,2,210,210
HMB,"Bob HOLMSTROM",USA,0,0,2001-07-27,2017-07-28,1766.2,1537.6,127,75,46,27,51,31,53,26,50,35,0,10,253,153
W7P,"Peter WARD",USA,0,0,2001-07-27,2019-07-03,1527,1425.9,140,56,54,21,36,14,54,20,44,18,1,4,226,81
P2D,"David PEARSON",USA,0,1,2001-07-27,2003-07-26,1500,1191.4,7,1,5,0,2,1,5,1,2,0,0,1,210,210
11G,"Greg SCHMITTGENS",USA,0,0,2001-07-27,2017-06-25,1522.7,1359,42,19,16,10,21,7,17,7,25,12,0,2,214,214
SUP,"Paul SIDHU",USA,1,0,2001-07-27,2024-06-13,1996.6,1895.9,324,252,96,72,80,62,99,76,87,63,0,16,0,0
C2R,"Ryan ALLEN",USA,0,1,2001-07-27,2002-10-09,1551.1,1318.4,9,5,5,3,3,2,4,1,5,4,0,4,232,232
ILJ,"Jeff ITAL",USA,1,0,2001-07-27,2024-07-27,1648.8,1511.3,141,67,60,28,61,31,67,32,73,34,0,4,0,0
HMD,"Dale HOLMSTROM",USA,0,0,2001-07-27,2015-04-25,1521.7,1201.6,42,18,19,10,15,6,18,6,19,11,0,4,212,212
JSO,"Tom JAZBUTIS",USA,1,0,2001-10-01,2023-09-01,1543.9,1322,87,31,39,9,45,22,45,16,41,15,0,4,0,212
BK1,"Michael BLACK",USA,0,0,2001-10-01,2005-10-08,1637.3,1390,37,24,22,16,15,8,19,11,18,13,3,6,245,245
TYT,"Steve TINSLEY",USA,1,0,2001-10-01,2023-10-06,1581.9,1437.8,90,35,32,13,22,8,26,12,35,11,0,4,0,69
LYD,"Darryl LUNDY","New Zealand",1,0,2001-10-01,2023-10-07,1640.3,1562,246,126,100,55,104,51,129,68,97,49,0,6,0,33
JNS,"Stan JACKSON",USA,1,0,2001-10-02,2024-07-28,1800.7,1748.6,371,232,94,56,109,71,123,82,122,75,3,11,0,0
SGP,"Pete SHELLING",USA,1,0,2001-10-02,2022-10-07,1698.7,1510.8,200,99,65,32,79,38,57,27,90,46,0,5,0,0
LNS,"Steve LINTON",Australia,0,0,2001-10-02,2013-10-11,1875.7,1520.9,95,76,40,34,53,41,52,42,41,33,0,21,268,268
RRJ,"Jim RISHER",USA,1,0,2001-10-02,2023-10-04,1500,1286.1,174,46,61,14,52,12,66,12,51,16,0,3,0,0
HRP,"Paul HASELER",Australia,0,0,2001-10-02,2017-01-29,1744,1443.1,83,47,33,19,27,17,28,13,34,24,0,8,242,171
BES,"Scott BYRNE","New Zealand",0,0,2001-10-02,2010-10-09,1500,1194.3,47,15,19,5,17,5,21,3,16,7,0,2,205,205
LHD,"David LONGWORTH",AUSTRALIA,0,0,2001-10-02,2017-06-11,1759.5,1591.3,62,48,26,20,30,25,30,23,27,22,2,10,255,255
DHR,"Rich DOMOVIC",USA,1,0,2001-10-02,2024-07-28,1894,1692,647,417,167,118,187,108,204,132,236,153,0,9,0,0
SNI,"Jim SERAFIN",USA,1,0,2001-10-02,2024-08-01,1561.8,1380.1,151,56,46,12,47,21,56,14,43,22,0,5,0,0
HDB,"Bill HAYWARD",USA,1,0,2001-10-02,2024-01-13,1792.9,1590.1,200,106,67,32,52,27,71,37,51,23,1,5,0,99
MYJ,"Jack MURPHY",USA,0,0,2001-10-02,2015-04-25,1630.5,1395.4,32,20,16,7,7,7,10,7,13,7,1,4,217,217
PE1,"Chuck PAYNE",USA,1,0,2001-10-02,2024-04-20,1609.7,1554.9,121,50,51,20,33,13,50,20,43,18,0,5,0,57
BRR,"Ron BONEAR",USA,0,0,2001-10-02,2003-10-11,1500,1196.3,11,2,5,2,6,0,4,1,7,1,0,1,211,211
TNA,"Sam TYSON",USA,1,0,2001-10-02,2024-06-13,1758.5,1758.5,136,86,45,30,38,22,66,40,48,33,10,10,0,0
BR4,"Hank BURKHALTER",USA,1,0,2001-10-02,2024-08-03,1500,1347.6,14,6,4,2,3,1,7,1,7,5,2,2,0,221
JSI,"Rich Joseph JENULIS",USA,1,0,2001-10-02,2024-06-17,1729.3,1470.2,232,119,68,31,49,19,67,31,65,26,1,6,0,0
FNN,"Anthony FLANAGAN",USA,1,0,2001-10-02,2023-10-04,1530.5,1468.6,155,61,53,24,59,24,61,28,57,21,0,4,0,0
CHT,"Tom CVETINOVICH",USA,1,0,2001-10-02,2024-07-27,1591.5,1391.9,179,71,66,29,52,21,44,18,99,41,1,5,0,0
PEM,"Mark PITCAVAGE",USA,0,0,2001-10-02,2015-10-08,1664.6,1390.7,69,36,28,13,32,19,31,19,31,14,0,8,241,219
JLR,"Richard JAEKEL",USA,0,0,2001-10-02,2008-11-09,1500,1217.2,11,2,4,0,2,0,4,0,2,0,1,1,192,192
ZZM,"Mike ZEIMENTZ",USA,1,0,2001-10-03,2023-10-07,1809.3,1677.2,130,75,23,14,27,13,24,14,28,15,4,8,0,0
GNI,"David GOLDMAN",USA,1,0,2001-10-03,2024-07-28,1694.7,1558,315,176,107,58,93,58,133,76,112,65,0,6,0,0
SKO,"John STADICK",usa,1,0,2001-10-03,2024-07-13,1722.2,1654.1,143,78,48,28,43,23,55,28,41,25,1,7,0,0
CRE,"Lee CONNER",USA,1,0,2001-10-03,2023-09-03,1698.2,1620.1,119,70,50,31,45,25,46,26,68,41,1,5,0,0
SNO,"Ross SUTTON",usa,0,0,2001-10-03,2006-10-07,1589.7,1259.2,34,15,17,7,16,8,16,8,18,7,0,4,222,222
CEJ,"Jeff COYLE",USA,1,0,2001-10-03,2024-07-13,1777.9,1544.5,133,72,39,15,51,35,50,28,42,22,0,8,0,12
TRA,"Jim TAYLOR",USA,1,0,2001-10-03,2022-12-01,1889.9,1873.5,129,98,68,50,32,26,61,48,45,34,11,14,0,0
SDO,"Doug SHEPPARD",USA,1,0,2001-10-03,2024-04-20,1760,1626.6,215,121,76,36,86,52,85,50,94,50,0,8,0,0
HSN,"Nelson HARRIS",USA,1,0,2001-10-03,2024-04-20,1648.3,1478.8,121,55,35,18,32,15,32,18,42,18,0,5,0,0
GGA,"Randy GLESING",USA,0,0,2001-10-03,2019-10-12,1613.5,1484.1,65,31,15,8,18,6,15,8,20,7,2,5,233,72
FRT,"Steve FLICKER",USA,1,0,2001-10-03,2023-10-07,1681.9,1481.3,165,87,56,28,57,35,53,35,64,30,0,7,0,0
DGJ,"Jeff DEYOUNG",USA,1,0,2001-10-03,2024-06-13,1600.8,1573.9,321,142,94,46,103,45,120,53,105,52,0,5,0,0
WAD,"Dave WARDZALA",USA,0,0,2001-10-03,2008-10-11,1500,1216.6,46,15,19,7,21,7,20,9,20,5,3,3,214,214
WTD,"Darrell WRIGHT",USA,0,0,2001-10-03,2018-04-20,1500,1158.6,137,34,64,17,51,13,55,17,65,15,0,3,192,126
DYK,"Ken DAUGHETY",USA,1,0,2001-10-03,2024-04-20,1737.1,1733.8,56,36,21,10,18,13,22,11,17,11,2,5,0,198
TI1,"Jeff TOREKI",USA,0,0,2001-10-03,2022-06-16,1664.2,1658.9,32,25,14,12,11,8,14,11,18,14,2,6,0,135
SN4,"Alan Wayne SALTZMAN",usa,1,0,2001-10-03,2024-04-21,1634.3,1572.1,128,57,58,24,32,15,37,12,58,31,0,7,0,0
HRT,"Tom HARPER",USA,1,0,2001-10-03,2024-04-20,1503.5,1312.9,35,11,12,6,17,4,17,5,14,5,0,2,0,126
CKJ,"Jim CMELAK",USA,0,1,2001-10-03,2002-04-27,1500,1255.4,8,3,4,1,0,0,2,0,2,1,2,2,221,221
ENJ,"Jason EICKMANN",USA,0,0,2001-10-03,2011-10-09,1766.3,1507.7,68,40,34,21,30,15,34,18,32,20,0,4,263,263
ZTL,"Larry ZOET",USA,1,0,2001-10-03,2024-07-27,1639,1532.8,392,179,117,45,111,51,150,61,127,58,0,5,0,0
SOC,"Chris STORZILLO",USA,0,1,2001-10-03,2001-10-05,1500,1260.8,3,1,1,0,2,1,1,0,2,1,1,1,222,222
FRM,"Michael FAULKNER",usa,1,0,2001-10-03,2022-10-06,1621.7,1446.8,86,42,41,19,33,18,44,23,35,16,2,6,0,72
WGB,"Bill WIESING",USA,0,1,2001-10-03,2002-10-12,1500,1228.7,6,2,3,1,3,1,3,1,3,1,0,1,216,216
BRH,"John BIBLER",USA,0,0,2001-10-03,2003-10-11,1675,1403,26,20,10,8,16,12,12,10,14,10,0,8,247,247
KRP,"Paul KASTER",USA,0,1,2001-10-03,2006-12-02,1500,1221,9,2,6,1,3,1,7,2,2,0,0,2,208,208
CNR,"Rodney CALLEN",USA,1,0,2001-10-03,2024-07-28,1742.1,1580.2,215,116,76,42,63,30,86,46,78,38,1,5,0,0
MHM,"Mike MCGRATH",USA,1,0,2001-10-03,2024-08-04,1818.8,1811.6,84,60,29,18,35,26,43,32,26,17,0,9,0,174
WNT,"Tim WILSON",usa,0,0,2001-10-04,2008-10-12,1541.7,1307.2,50,21,22,7,25,12,23,9,26,12,3,3,230,230
NNJ,"P.J. NORTON",USA,1,0,2001-10-04,2024-06-13,1541.4,1289.5,33,16,12,5,16,8,19,10,14,6,0,9,0,231
DST,"Trent DOBBS",USA,1,0,2001-10-04,2023-10-07,1500,1319.7,46,10,12,5,15,2,18,6,14,3,0,3,0,72
LBD,"Dave LAMB",USA,1,0,2001-10-04,2024-06-13,1821.1,1740,119,90,30,24,27,22,38,28,41,34,6,13,0,12
MVJ,"J.R. VAN MECHELEN",usa,1,0,2001-10-04,2023-10-05,1721.4,1687.2,84,50,19,11,32,19,29,19,24,13,0,5,0,0
LSM,"Michael LIBENS",USA,0,1,2001-10-04,2001-10-07,1512.8,1224.3,5,1,4,1,1,0,3,0,2,1,0,1,216,216
MRO,"Tom MUELLER",USA,0,0,2001-10-04,2021-04-26,1672.3,1614.9,98,60,22,13,27,19,26,20,25,14,3,8,244,48
MRK,"Kevin MEYER",USA,1,0,2001-10-04,2023-10-07,1551.9,1401.1,112,45,39,13,36,20,38,19,40,15,0,4,0,0
HLR,"Russ HALL",USA,1,0,2001-10-04,2022-10-08,1508.3,1289,71,27,34,9,29,15,32,10,31,14,1,4,0,216
PNE,"Steve PETERSEN",USA,0,1,2001-10-04,2001-10-06,1500,1233.8,2,0,1,0,1,0,0,0,2,0,0,0,217,217
TOR,"Ray TAPIO",USA,0,1,2001-10-04,2001-10-04,1500,1255.2,1,0,0,0,1,0,0,0,1,0,0,0,221,221
HNB,"Bret HILDEBRAN",USA,0,0,2001-10-04,2018-04-08,2005,1879,159,123,52,39,43,31,44,32,54,41,12,14,300,126
HDD,"Don HOLLAND",USA,1,0,2001-10-04,2024-06-17,1516.4,1340,202,68,66,26,93,29,77,29,85,27,1,5,0,9
GTC,"Chris GARRETT",USA,0,0,2001-10-04,2018-04-08,1648.9,1445,95,49,25,11,35,19,31,15,36,18,0,5,235,126
DES,"Scott DRANE",USA,0,0,2001-10-04,2007-03-31,1693.7,1403.1,41,28,14,9,16,12,17,12,17,11,1,6,247,247
BKM,"Matt BOOK",USA,0,0,2001-10-04,2018-04-07,1735.9,1487.3,180,108,62,32,62,44,69,40,55,36,3,6,242,126
CN4,"Mike CONKLIN",USA,0,1,2001-10-04,2001-10-06,1500,1252.1,9,4,5,2,4,2,5,2,4,2,0,2,220,220
DE3,"Joe DEVINE",USA,1,1,2001-10-04,2023-10-04,1500,1309.4,10,3,4,1,2,0,1,0,5,1,0,1,0,197
ME3,"Pete MUDGE",USA,1,0,2001-10-04,2022-10-08,1660,1550.8,44,21,17,10,15,8,20,10,15,9,0,6,0,0
WN1,"Roger WHELAN",USA,0,0,2001-10-04,2010-10-08,1500,1115.8,65,20,28,9,35,11,39,13,26,7,1,7,196,196
DSR,"Bob DAVIS",USA,0,0,2001-10-04,2019-06-01,1539.3,1316.3,26,11,5,2,9,5,11,7,15,4,0,2,197,197
CYR,"Russ CURRY",USA,1,0,2001-10-04,2022-10-06,1534.8,1309.8,91,39,44,23,41,15,52,27,33,11,0,7,0,180
HTP,"Paul HART",USA,0,0,2001-10-04,2018-04-20,1500,1244.4,14,3,3,0,4,1,3,0,5,1,0,2,192,192
HYW,"Wayne HADADY",usa,0,1,2001-10-05,2004-10-08,1500,1237.2,8,3,3,1,4,1,2,0,6,3,1,2,218,218
RDK,"Mike REED",USA,1,0,2001-10-05,2024-07-28,1635.4,1618.6,48,30,14,6,10,8,19,13,15,8,1,7,0,183
DGH,"Hugh DOWNING",UK,0,1,2001-10-05,2003-10-09,1547.8,1315.7,2,2,1,1,1,1,2,2,0,0,2,2,232,232
YEB,"Brian YOUSE",USA,0,1,2001-10-05,2001-10-05,1507.3,1281.2,2,1,1,0,1,1,1,0,1,1,0,1,226,226
DLF,"Fred DANIEL",USA,0,1,2001-10-05,2006-04-02,1500,1172.7,10,2,6,1,3,1,4,1,6,1,1,1,197,197
GEG,"Greg GEORGE",USA,0,1,2001-10-05,2001-10-05,1548.7,1316.3,2,2,0,0,2,2,1,1,1,1,2,2,232,232
BS1,"Alan BILLS",USA,1,0,2001-10-05,2023-05-15,1582.8,1387.7,30,15,12,6,14,9,15,8,11,7,0,3,0,226
HRR,"Bob HAGER",USA,0,1,2001-10-05,2001-10-05,1500,1232.4,2,0,1,0,1,0,0,0,2,0,0,0,217,217
HSJ,"John E. HAAS",usa,0,0,2001-10-05,2019-10-11,1547.9,1110.9,36,8,18,5,14,3,18,6,17,2,0,2,166,196
DSG,"Greg DAVIS",USA,0,1,2001-10-05,2001-10-05,1525.9,1297,1,1,0,0,1,1,0,0,1,1,1,1,228,228
ALJ,"John APPEL",USA,0,1,2001-10-05,2001-10-07,1500,1168,8,1,4,0,4,1,3,1,5,0,0,1,206,206
CDB,"Bill COPELAND",usa,0,0,2001-10-05,2012-10-06,1500,1254.3,16,6,3,2,11,4,8,2,7,4,0,3,208,208
ML1,"Steve MITCHELL",USA,0,1,2001-10-06,2001-10-06,1500,1244.7,2,0,1,0,1,0,1,0,1,0,0,0,219,219
1IJ,"John SLOTWINSKI",USA,0,1,2001-10-06,2001-10-06,1500,1250.6,1,0,1,0,0,0,0,0,1,0,0,0,220,220
SR2,"Ed SCHROEDER",USA,0,1,2001-10-06,2003-10-12,1562.4,1308.2,3,2,2,2,1,0,2,2,1,0,0,2,230,230
ECJ,"Jeff EVICH",USA,0,1,2001-10-06,2001-10-06,1500,1238.8,2,0,1,0,1,0,1,0,1,0,0,0,218,218
